"Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2017 - Anni 2017/2065"
"Anno: 2017 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
33;344815;344881;345007;345139;345274;345400;345464;
34;350894;350958;351078;351203;351331;351450;351510;
35;363876;363937;364051;364169;364292;364403;364460;
36;367585;367643;367751;367863;367980;368085;368140;
37;375596;375651;375753;375861;375971;376072;376125;
38;388953;389006;389103;389205;389311;389406;389457;
39;409250;409302;409395;409492;409592;409684;409732;
40;423447;423497;423586;423679;423775;423863;423909;
41;442284;442331;442416;442506;442597;442682;442727;
42;463096;463142;463223;463309;463397;463479;463521;
43;482196;482238;482316;482400;482484;482562;482604;
44;480077;480116;480191;480272;480351;480428;480467;
45;484408;484446;484517;484595;484672;484745;484783;
46;491204;491240;491308;491384;491459;491529;491567;
47;486431;486466;486531;486604;486676;486745;486781;
48;500655;500691;500753;500823;500892;500959;500994;
49;497714;497749;497808;497877;497943;498008;498042;
50;500985;501017;501075;501141;501206;501268;501301;
51;503277;503307;503363;503427;503491;503550;503582;
52;502555;502585;502638;502701;502763;502820;502851;
53;509717;509746;509798;509859;509918;509973;510004;
54;480727;480756;480806;480864;480921;480974;481003;
55;465817;465844;465892;465947;466002;466052;466081;
56;456994;457021;457066;457119;457171;457218;457246;
57;443021;443045;443089;443139;443189;443235;443260;
58;432456;432479;432520;432569;432617;432661;432683;
59;414402;414423;414463;414510;414555;414597;414618;
60;409939;409959;409997;410043;410087;410128;410149;
61;401384;401403;401441;401485;401529;401567;401588;
62;393652;393672;393709;393752;393795;393832;393854;
63;387973;387991;388029;388072;388113;388151;388173;
64;368382;368402;368439;368480;368521;368559;368580;
65;363109;363129;363165;363209;363251;363289;363311;
66;361382;361402;361442;361486;361529;361569;361591;
67;373508;373530;373572;373620;373667;373710;373733;
68;374478;374502;374547;374598;374649;374695;374719;
69;390323;390350;390401;390459;390516;390567;390595;
70;380216;380247;380300;380362;380424;380477;380508;
71;379403;379439;379498;379565;379633;379691;379726;
72;292518;292549;292600;292658;292717;292768;292797;
73;300055;300090;300149;300214;300280;300337;300373;
74;302412;302453;302518;302592;302666;302731;302773;
75;298857;298901;298974;299056;299138;299211;299258;
76;298852;298904;298988;299080;299173;299255;299307;
77;325847;325911;326015;326130;326247;326348;326411;
78;316444;316516;316634;316761;316892;317005;317073;
79;303466;303546;303678;303818;303963;304087;304163;
80;275979;276065;276204;276353;276505;276636;276717;
81;254540;254631;254779;254939;255104;255245;255331;
82;252642;252747;252917;253102;253293;253454;253554;
83;237210;237325;237509;237712;237920;238096;238205;
84;220889;221014;221213;221433;221658;221848;221967;
85;203953;204089;204303;204538;204780;204983;205111;
86;191501;191651;191885;192142;192406;192629;192769;
87;184514;184683;184945;185234;185529;185782;185938;
88;154244;154408;154663;154944;155232;155477;155630;
89;136857;137026;137289;137579;137875;138129;138286;
90;119020;119190;119454;119746;120044;120300;120458;
91;99917;100081;100337;100619;100907;101153;101306;
92;82785;82939;83182;83448;83720;83953;84098;
93;66992;67133;67356;67600;67850;68064;68197;
94;53694;53821;54024;54247;54474;54668;54790;
95;41076;41186;41363;41558;41755;41925;42031;
96;30812;30906;31057;31222;31390;31534;31625;
97;22120;22196;22318;22452;22588;22704;22778;
98;10416;10456;10520;10590;10661;10722;10761;
99;5449;5472;5509;5550;5591;5626;5649;
100;3996;4015;4045;4077;4111;4139;4157;
101;2982;2997;3022;3048;3076;3099;3114;
102;2374;2387;2409;2432;2455;2476;2489;
103;1488;1497;1512;1528;1544;1558;1567;
104;808;814;822;832;841;850;855;
105;388;391;395;400;405;409;412;
106;189;190;193;195;198;200;202;
107;106;107;108;110;111;113;114;
108;43;43;44;44;45;46;46;
109;19;19;19;19;20;20;20;
110 e oltre;12;12;12;12;13;13;13;
Totale;31080669;31084767;31092461;31100581;31108732;31116117;31121102;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;449556;452179;457287;462794;468141;473177;475990;
1;468492;468561;468689;468823;468961;469086;469153;
2;486167;486235;486359;486491;486626;486749;486814;
3;503002;503069;503190;503319;503451;503573;503636;
4;512712;512777;512895;513021;513150;513268;513331;
5;535707;535770;535886;536009;536135;536250;536312;
6;546423;546483;546597;546717;546838;546953;547014;
7;561550;561607;561719;561837;561955;562067;562127;
8;570545;570602;570712;570826;570942;571051;571111;
9;577022;577078;577185;577296;577411;577517;577575;
10;574662;574717;574823;574931;575044;575148;575204;
11;575273;575329;575432;575539;575650;575751;575808;
12;571477;571533;571634;571741;571851;571951;572007;
13;577002;577057;577156;577264;577374;577475;577530;
14;572218;572273;572372;572482;572594;572694;572748;
15;568766;568825;568926;569040;569156;569261;569315;
16;574481;574545;574651;574773;574896;575007;575065;
17;584986;585056;585173;585308;585445;585567;585631;
18;576382;576461;576595;576750;576906;577048;577124;
19;582632;582722;582880;583065;583251;583420;583509;
20;586525;586634;586818;587040;587261;587465;587568;
21;590538;590665;590882;591141;591400;591639;591759;
22;592000;592144;592396;592690;592986;593257;593398;
23;600156;600323;600604;600933;601261;601562;601722;
24;614419;614605;614912;615271;615635;615956;616126;
25;641081;641279;641611;641992;642377;642722;642905;
26;641372;641574;641924;642322;642720;643085;643272;
27;654537;654744;655107;655511;655922;656288;656487;
28;654415;654620;654990;655396;655806;656184;656386;
29;670267;670471;670844;671241;671644;672022;672228;
30;658088;658286;658654;659040;659436;659799;660002;
31;662331;662520;662877;663247;663629;663980;664177;
32;683692;683871;684215;684566;684933;685270;685455;
33;695781;695951;696276;696611;696958;697280;697454;
34;707742;707902;708208;708525;708852;709158;709321;
35;731710;731859;732147;732445;732751;733038;733193;
36;737532;737674;737942;738224;738511;738778;738924;
37;756068;756201;756454;756718;756985;757234;757371;
38;779286;779410;779646;779894;780144;780376;780504;
39;820507;820625;820846;821078;821314;821531;821649;
40;846795;846907;847114;847330;847552;847755;847864;
41;883486;883590;883785;883986;884193;884384;884486;
42;924156;924254;924437;924625;924819;924999;925092;
43;961116;961209;961381;961558;961739;961909;961995;
44;954954;955043;955203;955369;955539;955697;955778;
45;964222;964308;964457;964613;964773;964923;964997;
46;973338;973418;973558;973706;973856;973996;974066;
47;964638;964713;964844;964983;965126;965256;965322;
48;990789;990858;990980;991112;991246;991371;991433;
49;983560;983625;983741;983865;983992;984110;984169;
50;986891;986952;987062;987179;987300;987410;987467;
51;994688;994746;994850;994960;995074;995180;995233;
52;992111;992168;992266;992370;992479;992580;992633;
53;1004247;1004299;1004394;1004495;1004598;1004695;1004746;
54;941741;941789;941879;941976;942073;942165;942214;
55;909541;909587;909671;909763;909857;909943;909990;
56;890089;890136;890213;890302;890391;890473;890517;
57;861621;861667;861739;861825;861911;861989;862029;
58;840008;840053;840121;840203;840284;840359;840398;
59;801225;801270;801334;801412;801490;801560;801599;
60;792394;792439;792501;792576;792652;792721;792758;
61;774811;774855;774916;774989;775062;775129;775167;
62;758388;758431;758492;758564;758635;758701;758739;
63;745063;745105;745167;745238;745309;745375;745415;
64;708979;709021;709083;709153;709224;709290;709331;
65;695784;695827;695891;695961;696033;696099;696140;
66;691218;691257;691322;691396;691469;691537;691575;
67;713872;713911;713983;714062;714139;714211;714249;
68;714476;714516;714592;714676;714757;714836;714872;
69;741531;741573;741655;741749;741839;741924;741966;
70;720906;720951;721038;721136;721232;721320;721364;
71;715232;715281;715376;715482;715585;715681;715728;
72;548014;548055;548136;548228;548317;548399;548440;
73;558652;558695;558787;558889;558989;559080;559125;
74;557287;557335;557436;557549;557659;557758;557811;
75;547188;547237;547348;547472;547593;547701;547757;
76;542471;542524;542645;542783;542918;543037;543101;
77;586627;586693;586841;587009;587175;587317;587395;
78;565859;565932;566096;566279;566462;566617;566705;
79;535814;535892;536068;536269;536466;536633;536728;
80;481705;481783;481964;482171;482375;482547;482646;
81;436709;436797;436983;437201;437412;437596;437702;
82;428256;428354;428568;428813;429052;429262;429381;
83;395218;395323;395554;395813;396069;396291;396415;
84;362281;362392;362641;362914;363186;363421;363555;
85;327344;327464;327721;328009;328293;328542;328679;
86;302336;302468;302743;303051;303359;303624;303771;
87;284611;284760;285057;285397;285733;286027;286200;
88;233653;233802;234080;234409;234731;235012;235174;
89;202102;202252;202537;202867;203192;203474;203636;
90;172190;172347;172629;172955;173275;173560;173722;
91;141244;141399;141669;141980;142289;142559;142709;
92;114541;114701;114951;115238;115523;115781;115915;
93;91193;91336;91569;91829;92091;92325;92449;
94;71984;72114;72324;72560;72795;73011;73123;
95;53817;53938;54117;54319;54524;54707;54807;
96;39709;39809;39964;40133;40308;40461;40546;
97;28088;28167;28291;28428;28568;28693;28763;
98;13059;13101;13165;13237;13310;13375;13411;
99;6766;6790;6827;6869;6911;6948;6970;
100;4895;4913;4943;4976;5010;5041;5058;
101;3621;3636;3660;3687;3715;3740;3754;
102;2860;2872;2894;2917;2941;2962;2975;
103;1749;1758;1772;1788;1805;1819;1828;
104;967;972;981;990;1000;1008;1014;
105;449;451;456;461;466;470;473;
106;217;218;221;223;226;229;230;
107;116;117;119;120;122;123;124;
108;48;49;49;50;51;51;52;
109;23;23;23;24;24;24;25;
110 e oltre;14;14;15;15;15;15;15;
Totale;60554550;60562276;60575164;60590446;60605053;60619077;60627809;
"Anno: 2019 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;230348;232107;235517;239406;242914;246378;248186;
1;232677;234044;236646;239511;242253;244931;246247;
2;241642;241729;241896;242071;242251;242418;242508;
3;251067;251152;251317;251489;251665;251829;251918;
4;259806;259889;260052;260220;260393;260553;260641;
5;264542;264624;264784;264948;265117;265275;265360;
6;276459;276540;276696;276857;277023;277176;277260;
7;282220;282301;282454;282611;282775;282923;283007;
8;290314;290393;290542;290697;290856;291002;291084;
9;294811;294890;295034;295186;295343;295486;295566;
10;297663;297740;297879;298030;298182;298324;298403;
11;297063;297139;297274;297424;297576;297714;297789;
12;297917;297992;298127;298276;298426;298563;298636;
13;296362;296439;296574;296725;296877;297015;297087;
14;298279;298360;298495;298651;298809;298949;299022;
15;296130;296214;296354;296518;296684;296830;296907;
16;294560;294649;294798;294974;295149;295312;295394;
17;298223;298319;298483;298676;298869;299047;299138;
18;304588;304695;304876;305093;305309;305510;305610;
19;300131;300252;300456;300704;300950;301174;301289;
20;306091;306230;306461;306744;307024;307278;307411;
21;309317;309474;309739;310059;310377;310670;310818;
22;311453;311631;311933;312294;312654;312988;313152;
23;312186;312383;312727;313131;313534;313903;314093;
24;315065;315290;315669;316117;316562;316975;317182;
25;320523;320768;321189;321676;322171;322604;322832;
26;333689;333962;334411;334930;335458;335923;336168;
27;332963;333240;333723;334266;334817;335311;335565;
28;339315;339599;340097;340657;341218;341730;341993;
29;337262;337550;338050;338613;339181;339690;339968;
30;344554;344839;345334;345893;346459;346962;347238;
31;337008;337278;337774;338314;338862;339361;339632;
32;338359;338625;339100;339621;340145;340636;340894;
33;347689;347940;348401;348892;349390;349855;350105;
34;353194;353428;353868;354329;354802;355235;355470;
35;358782;359001;359413;359842;360284;360689;360915;
36;369483;369683;370069;370468;370879;371261;371471;
37;371337;371520;371878;372249;372633;372984;373177;
38;381615;381783;382112;382457;382813;383139;383318;
39;391244;391399;391701;392020;392347;392644;392814;
40;411936;412085;412365;412657;412957;413232;413385;
41;423827;423963;424215;424489;424764;425021;425157;
42;441485;441611;441843;442094;442345;442584;442706;
43;461167;461285;461499;461731;461960;462178;462295;
44;478853;478960;479158;479372;479582;479783;479891;
45;474669;474769;474952;475147;475342;475524;475626;
46;479461;479553;479722;479901;480082;480250;480345;
47;481645;481728;481882;482048;482213;482367;482455;
48;477592;477669;477810;477965;478116;478259;478341;
49;489363;489437;489566;489709;489850;489981;490058;
50;484954;485025;485141;485275;485410;485527;485599;
51;484874;484945;485052;485177;485303;485414;485479;
52;490221;490289;490391;490508;490626;490729;490794;
53;488213;488280;488375;488484;488596;488692;488758;
54;492997;493060;493153;493257;493363;493456;493517;
55;459411;459471;459560;459659;459761;459850;459906;
56;441998;442058;442141;442238;442336;442423;442475;
57;431225;431278;431364;431457;431552;431636;431686;
58;416602;416654;416738;416829;416922;417005;417054;
59;405398;405449;405534;405623;405714;405796;405845;
60;384559;384610;384695;384782;384872;384953;385001;
61;379973;380023;380111;380200;380293;380374;380423;
62;370748;370799;370891;370980;371076;371157;371211;
63;361847;361900;361995;362088;362187;362270;362327;
64;353990;354047;354145;354243;354345;354433;354492;
65;337344;337406;337506;337606;337713;337803;337861;
66;329138;329202;329304;329411;329521;329614;329681;
67;325905;325974;326082;326197;326312;326411;326481;
68;335840;335912;336028;336156;336281;336392;336462;
69;334965;335041;335168;335305;335441;335562;335639;
70;345410;345496;345639;345794;345947;346089;346169;
71;334425;334512;334670;334834;334999;335149;335237;
72;328959;329055;329224;329403;329582;329747;329843;
73;249671;249749;249895;250046;250199;250337;250420;
74;252059;252149;252306;252477;252645;252804;252893;
75;247672;247769;247941;248129;248311;248486;248583;
76;240465;240573;240758;240962;241160;241349;241454;
77;234937;235057;235260;235485;235704;235909;236021;
78;250265;250413;250657;250925;251187;251431;251570;
79;238041;238195;238462;238749;239034;239295;239447;
80;220369;220529;220811;221113;221414;221687;221846;
81;193701;193859;194141;194444;194746;195018;195176;
82;170110;170268;170550;170854;171157;171429;171589;
83;162463;162634;162942;163274;163604;163901;164078;
84;144633;144807;145120;145458;145792;146094;146274;
85;127897;128073;128388;128729;129066;129370;129552;
86;110160;110333;110641;110975;111306;111604;111782;
87;97512;97686;97997;98334;98666;98967;99147;
88;86645;86822;87135;87475;87810;88115;88296;
89;67541;67696;67973;68273;68568;68837;68997;
90;54446;54587;54839;55112;55381;55626;55772;
91;43475;43602;43827;44073;44315;44535;44666;
92;33076;33184;33376;33585;33792;33979;34091;
93;24841;24932;25092;25268;25441;25599;25693;
94;18453;18529;18660;18807;18950;19082;19159;
95;13545;13608;13715;13835;13954;14062;14126;
96;9144;9192;9272;9363;9453;9534;9583;
97;6190;6226;6287;6356;6424;6485;6522;
98;4024;4050;4093;4143;4191;4235;4261;
99;1721;1733;1753;1776;1798;1818;1831;
100;824;830;841;852;864;874;881;
101;533;537;545;553;561;568;573;
102;358;361;367;373;378;384;387;
103;255;257;261;266;271;275;278;
104;129;130;132;135;137;140;141;
105;73;74;75;77;78;80;81;
106;26;26;27;27;28;29;29;
107;11;11;12;12;12;12;12;
108;4;4;4;4;4;4;4;
109;2;2;2;2;2;2;2;
110 e oltre;2;2;2;2;2;2;2;
Totale;29483932;29495385;29511968;29531581;29549983;29568234;29578967;
"Femmine"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;216569;218243;221448;225098;228410;231649;233371;
1;218049;219310;221759;224463;227052;229512;230830;
2;227647;227716;227840;227972;228107;228231;228298;
3;235940;236007;236126;236255;236385;236505;236571;
4;244082;244147;244262;244387;244513;244630;244692;
5;249101;249165;249278;249398;249521;249635;249696;
6;260227;260290;260398;260516;260636;260746;260806;
7;265231;265291;265398;265513;265630;265736;265795;
8;272318;272377;272481;272594;272707;272811;272869;
9;276877;276933;277036;277146;277257;277359;277413;
10;280569;280624;280724;280832;280941;281042;281094;
11;278886;278939;279037;279142;279248;279347;279399;
12;278733;278783;278880;278983;279087;279183;279235;
13;276596;276645;276740;276841;276941;277036;277088;
14;280334;280383;280478;280575;280675;280768;280819;
15;277877;277926;278019;278115;278214;278307;278357;
16;276247;276298;276392;276490;276590;276683;276735;
17;278673;278727;278823;278930;279036;279136;279191;
18;283359;283422;283531;283654;283778;283891;283950;
19;279934;280014;280145;280298;280453;280591;280663;
20;281033;281131;281293;281488;281681;281858;281954;
21;282478;282597;282799;283039;283279;283499;283614;
22;284991;285131;285371;285656;285940;286201;286337;
23;286148;286313;286582;286907;287227;287522;287678;
24;291607;291793;292092;292442;292795;293110;293276;
25;300359;300551;300876;301245;301617;301954;302129;
26;313632;313825;314166;314543;314924;315272;315455;
27;314327;314522;314872;315253;315634;315993;316195;
28;320751;320944;321300;321673;322056;322407;322606;
29;322274;322459;322810;323174;323546;323898;324087;
30;330395;330575;330917;331271;331631;331969;332156;
31;325339;325508;325834;326179;326524;326851;327024;
32;327794;327959;328269;328600;328932;329243;329405;
33;339406;339564;339860;340172;340489;340786;340938;
34;345598;345747;346028;346326;346628;346910;347053;
35;351607;351750;352017;352298;352586;352851;352986;
36;364532;364669;364922;365189;365463;365714;365842;
37;368203;368334;368574;368827;369088;369325;369448;
